ticket_id,customer_tier,raw_text,actual_category,detected_category,sentiment_score,priority
REQ-5496,SMB,Two-factor authentication is failing for three members of my team. Our entire team is affected.,Access Issue,Technical Bug,3,Medium
REQ-5497,SMB,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise,Praise,5,Normal
REQ-5498,Enterprise,The new dashboard update is exactly what we asked for. Thank you. ASAP please.,Praise,Praise,5,Normal
REQ-5499,SMB,Three of our team members have stopped using the platform entirely. Our entire team is affected.,Churn Risk,Churn Risk,2,High
REQ-5500,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. This is blocking our team.,PR Risk,PR Risk,1,CRITICAL
REQ-5501,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. ASAP please.,Churn Risk,Churn Risk,2,High
REQ-5502,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked. This is urgent.,Access Issue,Access Issue,2,Medium
REQ-5503,SMB,How do I export my data to a CSV? I cannot find the button.,Product Question,Product Question,3,Normal
REQ-5504,SMB,Is there a discount available for non-profit organizations? This is blocking our team.,Sales,Sales,3,High
REQ-5505,Enterprise,Data is not syncing between the mobile app and the web dashboard. This is our third time contacting support about this.,Technical Bug,PR Risk,1,CRITICAL
REQ-5506,SMB,What is the maximum file size for document uploads? We need this resolved today.,Product Question,Product Question,3,Normal
REQ-5507,SMB,I think I found a security vulnerability in your login portal. ASAP please.,Technical Bug,Technical Bug,3,Medium
REQ-5508,Mid-Market,We have documented every outage and are preparing a case against your SLA.,PR Risk,General,3,Normal
REQ-5509,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked.,Access Issue,Access Issue,2,Medium
REQ-5510,Mid-Market,Fastest support response I have ever received from any SaaS vendor. ASAP please.,Praise,Praise,5,Normal
REQ-5511,SMB,The app crashed again while I was mid-presentation. Infuriating. ASAP please.,Technical Bug,Technical Bug,2,High
REQ-5512,Mid-Market,Fastest support response I have ever received from any SaaS vendor. ASAP please.,Praise,Praise,5,Normal
REQ-5513,SMB,I am posting a public review about this experience unless resolved today. Our entire team is affected.,PR Risk,PR Risk,1,CRITICAL
REQ-5514,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug,Technical Bug,3,Medium
REQ-5515,Mid-Market,Is it possible to set up custom roles and permissions for our team? We need this resolved today.,Product Question,Product Question,3,Normal
REQ-5516,Enterprise,Three of our team members have stopped using the platform entirely.,Churn Risk,Churn Risk,2,High
REQ-5517,Mid-Market,SSO login is broken for our entire organization since the last update. This is our third time contacting support about this.,Technical Bug,Technical Bug,2,High
REQ-5518,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5519,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. Our entire team is affected.,Churn Risk,PR Risk,1,CRITICAL
REQ-5520,Mid-Market,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales,Sales,3,High
REQ-5521,Enterprise,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise,Praise,5,Normal
REQ-5522,Enterprise,This is the third billing error this quarter. I am escalating to my board.,PR Risk,PR Risk,1,CRITICAL
REQ-5523,Mid-Market,Two-factor authentication is failing for three members of my team. This is urgent.,Access Issue,Technical Bug,3,Medium
REQ-5524,SMB,I cannot log in after your maintenance window ended. Account appears locked. This is urgent.,Access Issue,Access Issue,2,Medium
REQ-5525,SMB,API returning 500 errors on every POST request since this morning. This is blocking our team.,Technical Bug,Technical Bug,3,Medium
REQ-5526,Enterprise,The password reset link expired before I could use it. Please resend. ASAP please.,Access Issue,Access Issue,2,Medium
REQ-5527,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5528,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales,Sales,3,High
REQ-5529,SMB,Can you walk us through the Enterprise security and compliance features?,Sales,Sales,3,High
REQ-5530,SMB,We want to add 50 more seats to our current plan. Who should I talk to? This is urgent.,Sales,Sales,3,High
REQ-5531,Enterprise,Our legal team is reviewing our contract due to this ongoing service outage. This is our third time contacting support about this.,PR Risk,PR Risk,1,CRITICAL
REQ-5532,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools. ASAP please.,Churn Risk,Churn Risk,2,High
REQ-5533,Mid-Market,Our contract is up in 60 days and we are not sure we will renew.,Churn Risk,PR Risk,1,CRITICAL
REQ-5534,SMB,I think I found a security vulnerability in your login portal.,Technical Bug,Technical Bug,3,Medium
REQ-5535,SMB,Refunding this now or I am taking this to social media. Charged twice! This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5536,Mid-Market,Data is not syncing between the mobile app and the web dashboard. ASAP please.,Technical Bug,PR Risk,1,CRITICAL
REQ-5537,SMB,Your onboarding specialist went above and beyond for our team.,Praise,Praise,5,Normal
REQ-5538,SMB,Our contract is up in 60 days and we are not sure we will renew. We need this resolved today.,Churn Risk,PR Risk,1,CRITICAL
REQ-5539,SMB,This is the third billing error this quarter. I am escalating to my board. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5540,SMB,Fastest support response I have ever received from any SaaS vendor.,Praise,Praise,5,Normal
REQ-5541,Mid-Market,What is the maximum file size for document uploads?,Product Question,Product Question,3,Normal
REQ-5542,SMB,The password reset link expired before I could use it. Please resend.,Access Issue,Access Issue,2,Medium
REQ-5543,SMB,The app crashed again while I was mid-presentation. Infuriating. This is blocking our team.,Technical Bug,Technical Bug,2,High
REQ-5544,SMB,Fastest support response I have ever received from any SaaS vendor. This is our third time contacting support about this.,Praise,Praise,5,Normal
REQ-5545,Mid-Market,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales,Sales,3,High
REQ-5546,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk,PR Risk,1,CRITICAL
REQ-5547,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk,PR Risk,1,CRITICAL
REQ-5548,SMB,The password reset link expired before I could use it. Please resend.,Access Issue,Access Issue,2,Medium
REQ-5549,Mid-Market,Can I schedule automated reports to be sent to my team every Monday?,Product Question,Product Question,3,Normal
REQ-5550,Mid-Market,Is there a discount available for non-profit organizations? This is blocking our team.,Sales,Sales,3,High
REQ-5551,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. This is urgent.,Sales,Sales,3,High
REQ-5552,Mid-Market,We have documented every outage and are preparing a case against your SLA.,PR Risk,General,3,Normal
REQ-5553,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools. ASAP please.,Churn Risk,Churn Risk,2,High
REQ-5554,Mid-Market,New team member has not received the invitation email after 24 hours. This is our third time contacting support about this.,Access Issue,Access Issue,2,Medium
REQ-5555,Enterprise,"The export function silently fails -- no error message, no file.",Technical Bug,Technical Bug,3,Medium
REQ-5556,Mid-Market,Can I schedule automated reports to be sent to my team every Monday? ASAP please.,Product Question,Product Question,3,Normal
REQ-5557,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk,PR Risk,1,CRITICAL
REQ-5558,Mid-Market,SSO login is broken for our entire organization since the last update.,Technical Bug,Technical Bug,2,High
REQ-5559,Enterprise,I am posting a public review about this experience unless resolved today. This is our third time contacting support about this.,PR Risk,PR Risk,1,CRITICAL
REQ-5560,Enterprise,The password reset link expired before I could use it. Please resend. Our entire team is affected.,Access Issue,Access Issue,2,Medium
REQ-5561,SMB,New team member has not received the invitation email after 24 hours.,Access Issue,Access Issue,2,Medium
REQ-5562,SMB,SSO login is broken for our entire organization since the last update. This is blocking our team.,Technical Bug,Technical Bug,2,High
REQ-5563,SMB,This is the third billing error this quarter. I am escalating to my board. This is our third time contacting support about this.,PR Risk,PR Risk,1,CRITICAL
REQ-5564,Enterprise,Is there a discount available for non-profit organizations? Our entire team is affected.,Sales,Sales,3,High
REQ-5565,SMB,Is it possible to set up custom roles and permissions for our team? Our entire team is affected.,Product Question,Product Question,3,Normal
REQ-5566,Mid-Market,"The export function silently fails -- no error message, no file.",Technical Bug,Technical Bug,3,Medium
REQ-5567,SMB,Is there a discount available for non-profit organizations?,Sales,Sales,3,High
REQ-5568,SMB,I will be filing a formal complaint with the regulator if this is not addressed. Our entire team is affected.,PR Risk,PR Risk,1,CRITICAL
REQ-5569,Mid-Market,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise,Praise,5,Normal
REQ-5570,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is urgent.,Churn Risk,Churn Risk,2,High
REQ-5571,SMB,Our contract is up in 60 days and we are not sure we will renew. This is blocking our team.,Churn Risk,PR Risk,1,CRITICAL
REQ-5572,Mid-Market,How do I export my data to a CSV? I cannot find the button. ASAP please.,Product Question,Product Question,3,Normal
REQ-5573,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales,Sales,3,High
REQ-5574,Enterprise,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales,Sales,3,High
REQ-5575,SMB,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk,Churn Risk,2,High
REQ-5576,Mid-Market,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales,Sales,3,High
REQ-5577,SMB,API returning 500 errors on every POST request since this morning.,Technical Bug,Technical Bug,3,Medium
REQ-5578,SMB,Your onboarding specialist went above and beyond for our team.,Praise,Praise,5,Normal
REQ-5579,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5580,SMB,Is there a discount available for non-profit organizations? This is our third time contacting support about this.,Sales,Sales,3,High
REQ-5581,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5582,SMB,Is it possible to set up custom roles and permissions for our team? This is our third time contacting support about this.,Product Question,Product Question,3,Normal
REQ-5583,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk,PR Risk,1,CRITICAL
REQ-5584,SMB,Is there a discount available for non-profit organizations? Our entire team is affected.,Sales,Sales,3,High
REQ-5585,Enterprise,We are evaluating other vendors. Your pricing has become hard to justify. We need this resolved today.,Churn Risk,Churn Risk,2,High
REQ-5586,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage. ASAP please.,PR Risk,PR Risk,1,CRITICAL
REQ-5587,SMB,We want to add 50 more seats to our current plan. Who should I talk to?,Sales,Sales,3,High
REQ-5588,SMB,Looking at competitors because your uptime has been terrible lately.,Churn Risk,Churn Risk,2,High
REQ-5589,Mid-Market,Fastest support response I have ever received from any SaaS vendor. This is blocking our team.,Praise,Praise,5,Normal
REQ-5590,SMB,What is the maximum file size for document uploads? We need this resolved today.,Product Question,Product Question,3,Normal
REQ-5591,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk,PR Risk,1,CRITICAL
REQ-5592,Mid-Market,Is it possible to set up custom roles and permissions for our team? This is urgent.,Product Question,Product Question,3,Normal
REQ-5593,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is our third time contacting support about this.,Churn Risk,Churn Risk,2,High
REQ-5594,SMB,Two-factor authentication is failing for three members of my team.,Access Issue,Technical Bug,3,Medium
REQ-5595,Mid-Market,Three of our team members have stopped using the platform entirely. ASAP please.,Churn Risk,Churn Risk,2,High
REQ-5596,Mid-Market,"The export function silently fails -- no error message, no file. This is our third time contacting support about this.",Technical Bug,Technical Bug,2,High
REQ-5597,Mid-Market,My CEO is cc'd on this email. We need an executive response today. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5598,SMB,The search function returns incorrect results for any query with special characters.,Technical Bug,Technical Bug,3,Medium
REQ-5599,SMB,Two-factor authentication is failing for three members of my team.,Access Issue,Technical Bug,3,Medium
REQ-5600,Mid-Market,Two-factor authentication is failing for three members of my team. ASAP please.,Access Issue,Technical Bug,3,Medium
REQ-5601,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5602,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question,Product Question,3,Normal
REQ-5603,SMB,We have a budget approval for an annual contract. What are the next steps?,Sales,Sales,3,High
REQ-5604,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is urgent.,Churn Risk,Churn Risk,2,High
REQ-5605,SMB,I cannot log in after your maintenance window ended. Account appears locked. This is our third time contacting support about this.,Access Issue,Access Issue,2,Medium
REQ-5606,SMB,Two-factor authentication is failing for three members of my team.,Access Issue,Technical Bug,3,Medium
REQ-5607,Mid-Market,I think I found a security vulnerability in your login portal. Our entire team is affected.,Technical Bug,Technical Bug,3,Medium
REQ-5608,Mid-Market,This is the third billing error this quarter. I am escalating to my board. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5609,SMB,Three of our team members have stopped using the platform entirely. ASAP please.,Churn Risk,Churn Risk,2,High
REQ-5610,Enterprise,Webhook events stopped firing three hours ago. Our automation is down. This is our third time contacting support about this.,Technical Bug,Technical Bug,2,High
REQ-5611,Enterprise,I cannot log in after your maintenance window ended. Account appears locked. This is blocking our team.,Access Issue,Access Issue,2,Medium
REQ-5612,Mid-Market,Looking at competitors because your uptime has been terrible lately. We need this resolved today.,Churn Risk,Churn Risk,2,High
REQ-5613,SMB,Two-factor authentication is failing for three members of my team. This is blocking our team.,Access Issue,Technical Bug,3,Medium
REQ-5614,Mid-Market,Three of our team members have stopped using the platform entirely.,Churn Risk,Churn Risk,2,High
REQ-5615,Mid-Market,The password reset link expired before I could use it. Please resend. ASAP please.,Access Issue,Access Issue,2,Medium
REQ-5616,SMB,The new dashboard update is exactly what we asked for. Thank you. ASAP please.,Praise,Praise,5,Normal
REQ-5617,SMB,Fastest support response I have ever received from any SaaS vendor.,Praise,Praise,5,Normal
REQ-5618,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5619,SMB,Our legal team is reviewing our contract due to this ongoing service outage. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5620,Mid-Market,Just wanted to say the support team is doing a phenomenal job. This is blocking our team.,Praise,Praise,5,Normal
REQ-5621,Mid-Market,Just wanted to say the support team is doing a phenomenal job. Our entire team is affected.,Praise,Praise,5,Normal
REQ-5622,Enterprise,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk,PR Risk,1,CRITICAL
REQ-5623,Mid-Market,New team member has not received the invitation email after 24 hours. This is blocking our team.,Access Issue,Access Issue,2,Medium
REQ-5624,SMB,Three of our team members have stopped using the platform entirely.,Churn Risk,Churn Risk,2,High
REQ-5625,Mid-Market,Can you walk us through the Enterprise security and compliance features? This is blocking our team.,Sales,Sales,3,High
REQ-5626,SMB,This is the third billing error this quarter. I am escalating to my board. ASAP please.,PR Risk,PR Risk,1,CRITICAL
REQ-5627,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question,Product Question,3,Normal
REQ-5628,SMB,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise,Praise,5,Normal
REQ-5629,Enterprise,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is our third time contacting support about this.,Churn Risk,Churn Risk,2,High
REQ-5630,Mid-Market,I think I found a security vulnerability in your login portal. This is our third time contacting support about this.,Technical Bug,Technical Bug,2,High
REQ-5631,SMB,We have documented every outage and are preparing a case against your SLA. This is our third time contacting support about this.,PR Risk,General,3,Normal
REQ-5632,SMB,My CEO is cc'd on this email. We need an executive response today. This is blocking our team.,PR Risk,PR Risk,1,CRITICAL
REQ-5633,SMB,The app crashed again while I was mid-presentation. Infuriating. This is urgent.,Technical Bug,Technical Bug,2,High
REQ-5634,SMB,We want to add 50 more seats to our current plan. Who should I talk to?,Sales,Sales,3,High
REQ-5635,Enterprise,API returning 500 errors on every POST request since this morning. This is our third time contacting support about this.,Technical Bug,Technical Bug,2,High
REQ-5636,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. We need this resolved today.,Churn Risk,Churn Risk,2,High
REQ-5637,Mid-Market,What is the maximum file size for document uploads?,Product Question,Product Question,3,Normal
REQ-5638,SMB,Three of our team members have stopped using the platform entirely.,Churn Risk,Churn Risk,2,High
REQ-5639,Mid-Market,Can you walk us through the Enterprise security and compliance features?,Sales,Sales,3,High
REQ-5640,Mid-Market,The search function returns incorrect results for any query with special characters. We need this resolved today.,Technical Bug,Technical Bug,3,Medium
REQ-5641,SMB,This is the third billing error this quarter. I am escalating to my board.,PR Risk,PR Risk,1,CRITICAL
REQ-5642,SMB,Your onboarding specialist went above and beyond for our team.,Praise,Praise,5,Normal
REQ-5643,SMB,Refunding this now or I am taking this to social media. Charged twice! This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5644,Mid-Market,Looking at competitors because your uptime has been terrible lately. This is our third time contacting support about this.,Churn Risk,Churn Risk,2,High
REQ-5645,SMB,Is there a discount available for non-profit organizations?,Sales,Sales,3,High
REQ-5646,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5647,SMB,Two-factor authentication is failing for three members of my team. This is blocking our team.,Access Issue,Technical Bug,3,Medium
REQ-5648,Mid-Market,The password reset link expired before I could use it. Please resend.,Access Issue,Access Issue,2,Medium
REQ-5649,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk,Churn Risk,2,High
REQ-5650,Enterprise,My CEO is cc'd on this email. We need an executive response today. ASAP please.,PR Risk,PR Risk,1,CRITICAL
REQ-5651,Mid-Market,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales,Sales,3,High
REQ-5652,Enterprise,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk,Churn Risk,2,High
REQ-5653,Mid-Market,The app crashed again while I was mid-presentation. Infuriating. We need this resolved today.,Technical Bug,Technical Bug,2,High
REQ-5654,SMB,Can you walk us through the Enterprise security and compliance features?,Sales,Sales,3,High
REQ-5655,Mid-Market,I am posting a public review about this experience unless resolved today. ASAP please.,PR Risk,PR Risk,1,CRITICAL
REQ-5656,Mid-Market,Can I schedule automated reports to be sent to my team every Monday?,Product Question,Product Question,3,Normal
REQ-5657,SMB,Your onboarding specialist went above and beyond for our team.,Praise,Praise,5,Normal
REQ-5658,SMB,Fastest support response I have ever received from any SaaS vendor. This is our third time contacting support about this.,Praise,Praise,5,Normal
REQ-5659,Mid-Market,Fastest support response I have ever received from any SaaS vendor. This is blocking our team.,Praise,Praise,5,Normal
REQ-5660,Mid-Market,The password reset link expired before I could use it. Please resend.,Access Issue,Access Issue,2,Medium
REQ-5661,Mid-Market,Just wanted to say the support team is doing a phenomenal job. This is blocking our team.,Praise,Praise,5,Normal
REQ-5662,SMB,Our legal team is reviewing our contract due to this ongoing service outage. This is our third time contacting support about this.,PR Risk,PR Risk,1,CRITICAL
REQ-5663,Mid-Market,My CEO is cc'd on this email. We need an executive response today. Our entire team is affected.,PR Risk,PR Risk,1,CRITICAL
REQ-5664,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk,PR Risk,1,CRITICAL
REQ-5665,SMB,The new dashboard update is exactly what we asked for. Thank you.,Praise,Praise,5,Normal
REQ-5666,Mid-Market,This is the third billing error this quarter. I am escalating to my board.,PR Risk,PR Risk,1,CRITICAL
REQ-5667,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked.,Access Issue,Access Issue,2,Medium
REQ-5668,Mid-Market,We want to add 50 more seats to our current plan. Who should I talk to? ASAP please.,Sales,Sales,3,High
REQ-5669,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug,Technical Bug,3,Medium
REQ-5670,SMB,My CEO is cc'd on this email. We need an executive response today. We need this resolved today.,PR Risk,PR Risk,1,CRITICAL
REQ-5671,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. Our entire team is affected.,Churn Risk,Churn Risk,2,High
REQ-5672,Mid-Market,Data is not syncing between the mobile app and the web dashboard. Our entire team is affected.,Technical Bug,PR Risk,1,CRITICAL
REQ-5673,Enterprise,Fastest support response I have ever received from any SaaS vendor.,Praise,Praise,5,Normal
REQ-5674,Mid-Market,This is the third billing error this quarter. I am escalating to my board. ASAP please.,PR Risk,PR Risk,1,CRITICAL
REQ-5675,Enterprise,Two-factor authentication is failing for three members of my team. This is our third time contacting support about this.,Access Issue,Technical Bug,2,High
REQ-5676,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question,Product Question,3,Normal
REQ-5677,Enterprise,"The export function silently fails -- no error message, no file.",Technical Bug,Technical Bug,3,Medium
REQ-5678,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk,Churn Risk,2,High
REQ-5679,Mid-Market,Looking at competitors because your uptime has been terrible lately.,Churn Risk,Churn Risk,2,High
REQ-5680,Mid-Market,The search function returns incorrect results for any query with special characters. This is blocking our team.,Technical Bug,Technical Bug,3,Medium
REQ-5681,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. This is blocking our team.,Technical Bug,Technical Bug,2,High
REQ-5682,SMB,Data is not syncing between the mobile app and the web dashboard.,Technical Bug,PR Risk,1,CRITICAL
REQ-5683,Enterprise,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales,Sales,3,High
REQ-5684,SMB,We are evaluating other vendors. Your pricing has become hard to justify. This is blocking our team.,Churn Risk,Churn Risk,2,High
REQ-5685,Enterprise,New team member has not received the invitation email after 24 hours. Our entire team is affected.,Access Issue,Access Issue,2,Medium
REQ-5686,Enterprise,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales,Sales,3,High
REQ-5687,SMB,The app crashed again while I was mid-presentation. Infuriating. This is blocking our team.,Technical Bug,Technical Bug,2,High
REQ-5688,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed. This is our third time contacting support about this.,PR Risk,PR Risk,1,CRITICAL
REQ-5689,SMB,Looking at competitors because your uptime has been terrible lately.,Churn Risk,Churn Risk,2,High
REQ-5690,Enterprise,New team member has not received the invitation email after 24 hours. This is blocking our team.,Access Issue,Access Issue,2,Medium
REQ-5691,SMB,We are evaluating other vendors. Your pricing has become hard to justify. ASAP please.,Churn Risk,Churn Risk,2,High
REQ-5692,SMB,The new dashboard update is exactly what we asked for. Thank you. We need this resolved today.,Praise,Praise,5,Normal
REQ-5693,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked. We need this resolved today.,Access Issue,Access Issue,2,Medium
REQ-5694,SMB,This is the third billing error this quarter. I am escalating to my board. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5695,Mid-Market,Can I schedule automated reports to be sent to my team every Monday? This is urgent.,Product Question,Product Question,3,Normal
REQ-5696,Enterprise,I think I found a security vulnerability in your login portal.,Technical Bug,Technical Bug,3,Medium
REQ-5697,Mid-Market,API returning 500 errors on every POST request since this morning. Our entire team is affected.,Technical Bug,Technical Bug,3,Medium
REQ-5698,Mid-Market,Can I schedule automated reports to be sent to my team every Monday?,Product Question,Product Question,3,Normal
REQ-5699,SMB,Our contract is up in 60 days and we are not sure we will renew. This is our third time contacting support about this.,Churn Risk,PR Risk,1,CRITICAL
REQ-5700,Mid-Market,This is the third billing error this quarter. I am escalating to my board. This is urgent.,PR Risk,PR Risk,1,CRITICAL
REQ-5701,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug,Technical Bug,2,High
REQ-5702,SMB,I am posting a public review about this experience unless resolved today. ASAP please.,PR Risk,PR Risk,1,CRITICAL
REQ-5703,Enterprise,"The export function silently fails -- no error message, no file.",Technical Bug,Technical Bug,3,Medium
REQ-5704,SMB,Can you walk us through the Enterprise security and compliance features?,Sales,Sales,3,High
REQ-5705,SMB,Our contract is up in 60 days and we are not sure we will renew.,Churn Risk,PR Risk,1,CRITICAL
REQ-5706,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5707,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is blocking our team.,Churn Risk,Churn Risk,2,High
REQ-5708,Mid-Market,New team member has not received the invitation email after 24 hours.,Access Issue,Access Issue,2,Medium
REQ-5709,Mid-Market,I think I found a security vulnerability in your login portal.,Technical Bug,Technical Bug,3,Medium
REQ-5710,SMB,SSO login is broken for our entire organization since the last update. This is urgent.,Technical Bug,Technical Bug,2,High
REQ-5711,Mid-Market,Does the platform support SAML-based SSO with Okta? This is blocking our team.,Product Question,Technical Bug,3,Medium
REQ-5712,Mid-Market,Refunding this now or I am taking this to social media. Charged twice! This is our third time contacting support about this.,PR Risk,PR Risk,1,CRITICAL
REQ-5713,SMB,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise,Praise,5,Normal
REQ-5714,Mid-Market,Can you walk us through the Enterprise security and compliance features? Our entire team is affected.,Sales,Sales,3,High
REQ-5715,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. Our entire team is affected.,PR Risk,PR Risk,1,CRITICAL
REQ-5716,Mid-Market,"The export function silently fails -- no error message, no file. ASAP please.",Technical Bug,Technical Bug,3,Medium
REQ-5717,SMB,The search function returns incorrect results for any query with special characters.,Technical Bug,Technical Bug,3,Medium
REQ-5718,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug,Technical Bug,3,Medium
REQ-5719,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is blocking our team.,Churn Risk,Churn Risk,2,High
REQ-5720,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise,Praise,5,Normal
REQ-5721,SMB,Is there a discount available for non-profit organizations? We need this resolved today.,Sales,Sales,3,High
REQ-5722,SMB,My CEO is cc'd on this email. We need an executive response today.,PR Risk,PR Risk,1,CRITICAL
REQ-5723,Enterprise,Can you walk us through the Enterprise security and compliance features?,Sales,Sales,3,High
REQ-5724,Mid-Market,Three of our team members have stopped using the platform entirely. This is urgent.,Churn Risk,Churn Risk,2,High
REQ-5725,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. This is our third time contacting support about this.,Churn Risk,PR Risk,1,CRITICAL
REQ-5726,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. ASAP please.,Technical Bug,Technical Bug,2,High
REQ-5727,SMB,Does the platform support SAML-based SSO with Okta?,Product Question,Technical Bug,3,Medium
REQ-5728,Mid-Market,Two-factor authentication is failing for three members of my team.,Access Issue,Technical Bug,3,Medium
REQ-5729,Mid-Market,Data is not syncing between the mobile app and the web dashboard. We need this resolved today.,Technical Bug,PR Risk,1,CRITICAL
REQ-5730,Mid-Market,Your onboarding specialist went above and beyond for our team. This is urgent.,Praise,Praise,5,Normal
REQ-5731,SMB,I cannot log in after your maintenance window ended. Account appears locked. This is our third time contacting support about this.,Access Issue,Access Issue,2,Medium
REQ-5732,SMB,Just wanted to say the support team is doing a phenomenal job. This is urgent.,Praise,Praise,5,Normal
REQ-5733,SMB,Two-factor authentication is failing for three members of my team.,Access Issue,Technical Bug,3,Medium
REQ-5734,SMB,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue,Access Issue,2,Medium
REQ-5735,SMB,I cannot log in after your maintenance window ended. Account appears locked.,Access Issue,Access Issue,2,Medium
REQ-5736,Mid-Market,Data is not syncing between the mobile app and the web dashboard.,Technical Bug,PR Risk,1,CRITICAL
REQ-5737,Mid-Market,The password reset link expired before I could use it. Please resend.,Access Issue,Access Issue,2,Medium
REQ-5738,Mid-Market,Does the platform support SAML-based SSO with Okta? ASAP please.,Product Question,Technical Bug,3,Medium
REQ-5739,SMB,Does the platform support SAML-based SSO with Okta?,Product Question,Technical Bug,3,Medium
REQ-5740,Mid-Market,Does the platform support SAML-based SSO with Okta? This is blocking our team.,Product Question,Technical Bug,3,Medium
REQ-5741,Mid-Market,Can you walk us through the Enterprise security and compliance features? This is blocking our team.,Sales,Sales,3,High
