ticket_id,customer_tier,raw_text,actual_category
REQ-5624,SMB,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5625,Mid-Market,Can you walk us through the Enterprise security and compliance features? This is blocking our team.,Sales
REQ-5626,SMB,This is the third billing error this quarter. I am escalating to my board. ASAP please.,PR Risk
REQ-5627,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5628,SMB,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise
REQ-5629,Enterprise,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is our third time contacting support about this.,Churn Risk
REQ-5630,Mid-Market,I think I found a security vulnerability in your login portal. This is our third time contacting support about this.,Technical Bug
REQ-5631,SMB,We have documented every outage and are preparing a case against your SLA. This is our third time contacting support about this.,PR Risk
REQ-5632,SMB,My CEO is cc'd on this email. We need an executive response today. This is blocking our team.,PR Risk
REQ-5633,SMB,The app crashed again while I was mid-presentation. Infuriating. This is urgent.,Technical Bug
REQ-5634,SMB,We want to add 50 more seats to our current plan. Who should I talk to?,Sales
REQ-5635,Enterprise,API returning 500 errors on every POST request since this morning. This is our third time contacting support about this.,Technical Bug
REQ-5636,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. We need this resolved today.,Churn Risk
REQ-5637,Mid-Market,What is the maximum file size for document uploads?,Product Question
REQ-5638,SMB,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5639,Mid-Market,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5640,Mid-Market,The search function returns incorrect results for any query with special characters. We need this resolved today.,Technical Bug
REQ-5641,SMB,This is the third billing error this quarter. I am escalating to my board.,PR Risk
REQ-5642,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5643,SMB,Refunding this now or I am taking this to social media. Charged twice! This is urgent.,PR Risk
REQ-5644,Mid-Market,Looking at competitors because your uptime has been terrible lately. This is our third time contacting support about this.,Churn Risk
REQ-5645,SMB,Is there a discount available for non-profit organizations?,Sales
REQ-5646,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5647,SMB,Two-factor authentication is failing for three members of my team. This is blocking our team.,Access Issue
REQ-5648,Mid-Market,The password reset link expired before I could use it. Please resend.,Access Issue
REQ-5649,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5650,Enterprise,My CEO is cc'd on this email. We need an executive response today. ASAP please.,PR Risk
REQ-5651,Mid-Market,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales
REQ-5652,Enterprise,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk
REQ-5653,Mid-Market,The app crashed again while I was mid-presentation. Infuriating. We need this resolved today.,Technical Bug
REQ-5654,SMB,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5655,Mid-Market,I am posting a public review about this experience unless resolved today. ASAP please.,PR Risk
REQ-5656,Mid-Market,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5657,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5658,SMB,Fastest support response I have ever received from any SaaS vendor. This is our third time contacting support about this.,Praise
REQ-5659,Mid-Market,Fastest support response I have ever received from any SaaS vendor. This is blocking our team.,Praise
REQ-5660,Mid-Market,The password reset link expired before I could use it. Please resend.,Access Issue
REQ-5661,Mid-Market,Just wanted to say the support team is doing a phenomenal job. This is blocking our team.,Praise
REQ-5662,SMB,Our legal team is reviewing our contract due to this ongoing service outage. This is our third time contacting support about this.,PR Risk
REQ-5663,Mid-Market,My CEO is cc'd on this email. We need an executive response today. Our entire team is affected.,PR Risk
REQ-5664,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk
REQ-5665,SMB,The new dashboard update is exactly what we asked for. Thank you.,Praise
REQ-5666,Mid-Market,This is the third billing error this quarter. I am escalating to my board.,PR Risk
REQ-5667,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked.,Access Issue
REQ-5668,Mid-Market,We want to add 50 more seats to our current plan. Who should I talk to? ASAP please.,Sales
REQ-5669,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5670,SMB,My CEO is cc'd on this email. We need an executive response today. We need this resolved today.,PR Risk
REQ-5671,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. Our entire team is affected.,Churn Risk
REQ-5672,Mid-Market,Data is not syncing between the mobile app and the web dashboard. Our entire team is affected.,Technical Bug
REQ-5673,Enterprise,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5674,Mid-Market,This is the third billing error this quarter. I am escalating to my board. ASAP please.,PR Risk
REQ-5675,Enterprise,Two-factor authentication is failing for three members of my team. This is our third time contacting support about this.,Access Issue
REQ-5676,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5677,Enterprise,"The export function silently fails -- no error message, no file.",Technical Bug
REQ-5678,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk
REQ-5679,Mid-Market,Looking at competitors because your uptime has been terrible lately.,Churn Risk
REQ-5680,Mid-Market,The search function returns incorrect results for any query with special characters. This is blocking our team.,Technical Bug
REQ-5681,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. This is blocking our team.,Technical Bug
REQ-5682,SMB,Data is not syncing between the mobile app and the web dashboard.,Technical Bug
REQ-5683,Enterprise,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5684,SMB,We are evaluating other vendors. Your pricing has become hard to justify. This is blocking our team.,Churn Risk
REQ-5685,Enterprise,New team member has not received the invitation email after 24 hours. Our entire team is affected.,Access Issue
REQ-5686,Enterprise,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales
REQ-5687,SMB,The app crashed again while I was mid-presentation. Infuriating. This is blocking our team.,Technical Bug
REQ-5688,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed. This is our third time contacting support about this.,PR Risk
REQ-5689,SMB,Looking at competitors because your uptime has been terrible lately.,Churn Risk
REQ-5690,Enterprise,New team member has not received the invitation email after 24 hours. This is blocking our team.,Access Issue
REQ-5691,SMB,We are evaluating other vendors. Your pricing has become hard to justify. ASAP please.,Churn Risk
REQ-5692,SMB,The new dashboard update is exactly what we asked for. Thank you. We need this resolved today.,Praise
REQ-5693,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked. We need this resolved today.,Access Issue
REQ-5694,SMB,This is the third billing error this quarter. I am escalating to my board. This is urgent.,PR Risk
REQ-5695,Mid-Market,Can I schedule automated reports to be sent to my team every Monday? This is urgent.,Product Question
REQ-5696,Enterprise,I think I found a security vulnerability in your login portal.,Technical Bug
REQ-5697,Mid-Market,API returning 500 errors on every POST request since this morning. Our entire team is affected.,Technical Bug
REQ-5698,Mid-Market,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5699,SMB,Our contract is up in 60 days and we are not sure we will renew. This is our third time contacting support about this.,Churn Risk
REQ-5700,Mid-Market,This is the third billing error this quarter. I am escalating to my board. This is urgent.,PR Risk
REQ-5701,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug
REQ-5702,SMB,I am posting a public review about this experience unless resolved today. ASAP please.,PR Risk
REQ-5703,Enterprise,"The export function silently fails -- no error message, no file.",Technical Bug
REQ-5704,SMB,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5705,SMB,Our contract is up in 60 days and we are not sure we will renew.,Churn Risk
REQ-5706,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5707,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is blocking our team.,Churn Risk
REQ-5708,Mid-Market,New team member has not received the invitation email after 24 hours.,Access Issue
REQ-5709,Mid-Market,I think I found a security vulnerability in your login portal.,Technical Bug
REQ-5710,SMB,SSO login is broken for our entire organization since the last update. This is urgent.,Technical Bug
REQ-5711,Mid-Market,Does the platform support SAML-based SSO with Okta? This is blocking our team.,Product Question
REQ-5712,Mid-Market,Refunding this now or I am taking this to social media. Charged twice! This is our third time contacting support about this.,PR Risk
REQ-5713,SMB,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise
REQ-5714,Mid-Market,Can you walk us through the Enterprise security and compliance features? Our entire team is affected.,Sales
REQ-5715,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. Our entire team is affected.,PR Risk
REQ-5716,Mid-Market,"The export function silently fails -- no error message, no file. ASAP please.",Technical Bug
REQ-5717,SMB,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5718,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5719,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is blocking our team.,Churn Risk
REQ-5720,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5721,SMB,Is there a discount available for non-profit organizations? We need this resolved today.,Sales
REQ-5722,SMB,My CEO is cc'd on this email. We need an executive response today.,PR Risk
REQ-5723,Enterprise,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5724,Mid-Market,Three of our team members have stopped using the platform entirely. This is urgent.,Churn Risk
REQ-5725,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. This is our third time contacting support about this.,Churn Risk
REQ-5726,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. ASAP please.,Technical Bug
REQ-5727,SMB,Does the platform support SAML-based SSO with Okta?,Product Question
REQ-5728,Mid-Market,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5729,Mid-Market,Data is not syncing between the mobile app and the web dashboard. We need this resolved today.,Technical Bug
REQ-5730,Mid-Market,Your onboarding specialist went above and beyond for our team. This is urgent.,Praise
REQ-5731,SMB,I cannot log in after your maintenance window ended. Account appears locked. This is our third time contacting support about this.,Access Issue
REQ-5732,SMB,Just wanted to say the support team is doing a phenomenal job. This is urgent.,Praise
REQ-5733,SMB,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5734,SMB,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue
REQ-5735,SMB,I cannot log in after your maintenance window ended. Account appears locked.,Access Issue
REQ-5736,Mid-Market,Data is not syncing between the mobile app and the web dashboard.,Technical Bug
REQ-5737,Mid-Market,The password reset link expired before I could use it. Please resend.,Access Issue
REQ-5738,Mid-Market,Does the platform support SAML-based SSO with Okta? ASAP please.,Product Question
REQ-5739,SMB,Does the platform support SAML-based SSO with Okta?,Product Question
REQ-5740,Mid-Market,Does the platform support SAML-based SSO with Okta? This is blocking our team.,Product Question
REQ-5741,Mid-Market,Can you walk us through the Enterprise security and compliance features? This is blocking our team.,Sales
REQ-5742,SMB,Data is not syncing between the mobile app and the web dashboard.,Technical Bug
REQ-5743,Mid-Market,How do I export my data to a CSV? I cannot find the button. This is our third time contacting support about this.,Product Question
REQ-5744,Enterprise,New team member has not received the invitation email after 24 hours.,Access Issue
REQ-5745,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5746,Mid-Market,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales
REQ-5747,Enterprise,We have a budget approval for an annual contract. What are the next steps? This is our third time contacting support about this.,Sales
REQ-5748,Enterprise,We want to add 50 more seats to our current plan. Who should I talk to?,Sales
REQ-5749,SMB,We want to add 50 more seats to our current plan. Who should I talk to? Our entire team is affected.,Sales
REQ-5750,Mid-Market,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue
REQ-5751,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. This is urgent.,Sales
REQ-5752,Mid-Market,New team member has not received the invitation email after 24 hours. Our entire team is affected.,Access Issue
REQ-5753,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug
REQ-5754,Mid-Market,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5755,Mid-Market,New team member has not received the invitation email after 24 hours. Our entire team is affected.,Access Issue
REQ-5756,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. We need this resolved today.,Technical Bug
REQ-5757,SMB,The app crashed again while I was mid-presentation. Infuriating. This is blocking our team.,Technical Bug
REQ-5758,Mid-Market,My CEO is cc'd on this email. We need an executive response today.,PR Risk
REQ-5759,Mid-Market,We have a budget approval for an annual contract. What are the next steps?,Sales
REQ-5760,SMB,Our legal team is reviewing our contract due to this ongoing service outage. We need this resolved today.,PR Risk
REQ-5761,SMB,We have documented every outage and are preparing a case against your SLA.,PR Risk
REQ-5762,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5763,SMB,I am posting a public review about this experience unless resolved today. Our entire team is affected.,PR Risk
REQ-5764,Mid-Market,New team member has not received the invitation email after 24 hours. We need this resolved today.,Access Issue
REQ-5765,Mid-Market,This is the third billing error this quarter. I am escalating to my board. ASAP please.,PR Risk
REQ-5766,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. We need this resolved today.,Churn Risk
REQ-5767,Mid-Market,Just wanted to say the support team is doing a phenomenal job. This is our third time contacting support about this.,Praise
REQ-5768,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. We need this resolved today.,Churn Risk
REQ-5769,SMB,The app crashed again while I was mid-presentation. Infuriating.,Technical Bug
REQ-5770,SMB,Three of our team members have stopped using the platform entirely. This is blocking our team.,Churn Risk
REQ-5771,Mid-Market,The new dashboard update is exactly what we asked for. Thank you. ASAP please.,Praise
REQ-5772,Mid-Market,How do I export my data to a CSV? I cannot find the button.,Product Question
REQ-5773,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. Our entire team is affected.,Sales
REQ-5774,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. Our entire team is affected.,Churn Risk
REQ-5775,SMB,Three of our team members have stopped using the platform entirely. Our entire team is affected.,Churn Risk
REQ-5776,SMB,New team member has not received the invitation email after 24 hours.,Access Issue
REQ-5777,Enterprise,Webhook events stopped firing three hours ago. Our automation is down. This is blocking our team.,Technical Bug
REQ-5778,Enterprise,The app crashed again while I was mid-presentation. Infuriating.,Technical Bug
REQ-5779,Enterprise,Two-factor authentication is failing for three members of my team. Our entire team is affected.,Access Issue
REQ-5780,SMB,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5781,SMB,The search function returns incorrect results for any query with special characters. This is blocking our team.,Technical Bug
REQ-5782,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5783,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5784,SMB,SSO login is broken for our entire organization since the last update.,Technical Bug
REQ-5785,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5786,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages. We need this resolved today.,PR Risk
REQ-5787,SMB,The new dashboard update is exactly what we asked for. Thank you.,Praise
REQ-5788,SMB,Data is not syncing between the mobile app and the web dashboard. This is our third time contacting support about this.,Technical Bug
REQ-5789,Enterprise,Refunding this now or I am taking this to social media. Charged twice! We need this resolved today.,PR Risk
REQ-5790,Enterprise,My CEO is cc'd on this email. We need an executive response today.,PR Risk
REQ-5791,SMB,Your onboarding specialist went above and beyond for our team. We need this resolved today.,Praise
REQ-5792,SMB,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5793,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. Our entire team is affected.,Churn Risk
REQ-5794,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. This is blocking our team.,Sales
REQ-5795,Mid-Market,The password reset link expired before I could use it. Please resend.,Access Issue
REQ-5796,Enterprise,Can I schedule automated reports to be sent to my team every Monday? This is our third time contacting support about this.,Product Question
REQ-5797,SMB,Is there a discount available for non-profit organizations? This is our third time contacting support about this.,Sales
REQ-5798,Mid-Market,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise
REQ-5799,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage. This is blocking our team.,PR Risk
REQ-5800,Mid-Market,The new dashboard update is exactly what we asked for. Thank you.,Praise
REQ-5801,SMB,Our contract is up in 60 days and we are not sure we will renew. ASAP please.,Churn Risk
REQ-5802,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. Our entire team is affected.,Technical Bug
REQ-5803,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5804,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is blocking our team.,Churn Risk
REQ-5805,Mid-Market,What is the maximum file size for document uploads?,Product Question
REQ-5806,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. ASAP please.,Sales
REQ-5807,SMB,New team member has not received the invitation email after 24 hours.,Access Issue
REQ-5808,Mid-Market,New team member has not received the invitation email after 24 hours.,Access Issue
REQ-5809,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5810,Enterprise,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales
REQ-5811,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. This is urgent.,Technical Bug
REQ-5812,Mid-Market,Refunding this now or I am taking this to social media. Charged twice! We need this resolved today.,PR Risk
REQ-5813,Mid-Market,Is there a discount available for non-profit organizations?,Sales
REQ-5814,Mid-Market,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5815,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk
REQ-5816,SMB,We have a budget approval for an annual contract. What are the next steps?,Sales
REQ-5817,Enterprise,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5818,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk
REQ-5819,SMB,How do I export my data to a CSV? I cannot find the button. ASAP please.,Product Question
REQ-5820,SMB,We have documented every outage and are preparing a case against your SLA.,PR Risk
REQ-5821,Mid-Market,SSO login is broken for our entire organization since the last update.,Technical Bug
REQ-5822,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. This is blocking our team.,Sales
REQ-5823,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed. This is our third time contacting support about this.,PR Risk
REQ-5824,SMB,Does the platform support SAML-based SSO with Okta?,Product Question
REQ-5825,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. This is blocking our team.,Technical Bug
REQ-5826,SMB,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5827,Mid-Market,We want to add 50 more seats to our current plan. Who should I talk to? Our entire team is affected.,Sales
REQ-5828,Mid-Market,This is the third billing error this quarter. I am escalating to my board.,PR Risk
REQ-5829,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5830,Enterprise,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk
REQ-5831,Enterprise,We have documented every outage and are preparing a case against your SLA.,PR Risk
REQ-5832,Enterprise,Webhook events stopped firing three hours ago. Our automation is down. We need this resolved today.,Technical Bug
REQ-5833,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5834,Enterprise,Your service caused us to miss a client deadline. We are seeking damages. This is blocking our team.,PR Risk
REQ-5835,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5836,Enterprise,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk
REQ-5837,Mid-Market,The new dashboard update is exactly what we asked for. Thank you. ASAP please.,Praise
REQ-5838,SMB,Can you walk us through the Enterprise security and compliance features? This is urgent.,Sales
REQ-5839,Mid-Market,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise
REQ-5840,SMB,We want to add 50 more seats to our current plan. Who should I talk to?,Sales
REQ-5841,Mid-Market,I think I found a security vulnerability in your login portal. This is urgent.,Technical Bug
REQ-5842,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5843,SMB,Webhook events stopped firing three hours ago. Our automation is down. This is urgent.,Technical Bug
REQ-5844,SMB,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5845,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk
REQ-5846,SMB,Is it possible to set up custom roles and permissions for our team?,Product Question
REQ-5847,SMB,Two-factor authentication is failing for three members of my team. Our entire team is affected.,Access Issue
REQ-5848,SMB,The new dashboard update is exactly what we asked for. Thank you. Our entire team is affected.,Praise
REQ-5849,Mid-Market,Fastest support response I have ever received from any SaaS vendor. This is blocking our team.,Praise
REQ-5850,SMB,Your service caused us to miss a client deadline. We are seeking damages. This is urgent.,PR Risk
REQ-5851,Mid-Market,We want to add 50 more seats to our current plan. Who should I talk to? ASAP please.,Sales
REQ-5852,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is our third time contacting support about this.,Churn Risk
REQ-5853,SMB,Refunding this now or I am taking this to social media. Charged twice! This is blocking our team.,PR Risk
REQ-5854,SMB,We are evaluating other vendors. Your pricing has become hard to justify. This is urgent.,Churn Risk
REQ-5855,SMB,"The export function silently fails -- no error message, no file. Our entire team is affected.",Technical Bug
REQ-5856,SMB,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5857,SMB,Our legal team is reviewing our contract due to this ongoing service outage. This is urgent.,PR Risk
REQ-5858,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5859,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. Our entire team is affected.,Churn Risk
REQ-5860,Mid-Market,We have a budget approval for an annual contract. What are the next steps? Our entire team is affected.,Sales
REQ-5861,Mid-Market,Two-factor authentication is failing for three members of my team. We need this resolved today.,Access Issue
REQ-5862,SMB,API returning 500 errors on every POST request since this morning. Our entire team is affected.,Technical Bug
REQ-5863,SMB,We are evaluating other vendors. Your pricing has become hard to justify. This is blocking our team.,Churn Risk
REQ-5864,SMB,The app crashed again while I was mid-presentation. Infuriating. This is urgent.,Technical Bug
REQ-5865,SMB,We are evaluating other vendors. Your pricing has become hard to justify. Our entire team is affected.,Churn Risk
REQ-5866,SMB,Your service caused us to miss a client deadline. We are seeking damages. This is our third time contacting support about this.,PR Risk
REQ-5867,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5868,SMB,SSO login is broken for our entire organization since the last update.,Technical Bug
REQ-5869,Enterprise,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5870,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk
REQ-5871,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk
REQ-5872,SMB,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise
REQ-5873,Mid-Market,Your onboarding specialist went above and beyond for our team. We need this resolved today.,Praise
REQ-5874,Enterprise,"The export function silently fails -- no error message, no file. Our entire team is affected.",Technical Bug
REQ-5875,Enterprise,Our contract is up in 60 days and we are not sure we will renew.,Churn Risk
REQ-5876,SMB,The search function returns incorrect results for any query with special characters. This is our third time contacting support about this.,Technical Bug
REQ-5877,SMB,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales
REQ-5878,Mid-Market,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise
REQ-5879,Mid-Market,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue
REQ-5880,Enterprise,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5881,SMB,Does the platform support SAML-based SSO with Okta? We need this resolved today.,Product Question
REQ-5882,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. This is urgent.,Churn Risk
REQ-5883,SMB,We have a budget approval for an annual contract. What are the next steps?,Sales
REQ-5884,SMB,Three of our team members have stopped using the platform entirely. We need this resolved today.,Churn Risk
REQ-5885,Mid-Market,The app crashed again while I was mid-presentation. Infuriating. Our entire team is affected.,Technical Bug
REQ-5886,Enterprise,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5887,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5888,Mid-Market,The password reset link expired before I could use it. Please resend. Our entire team is affected.,Access Issue
REQ-5889,Mid-Market,Is there a discount available for non-profit organizations?,Sales
REQ-5890,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk
REQ-5891,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. ASAP please.,Sales
REQ-5892,Enterprise,I am posting a public review about this experience unless resolved today.,PR Risk
REQ-5893,Enterprise,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales
REQ-5894,SMB,How do I export my data to a CSV? I cannot find the button. This is urgent.,Product Question
REQ-5895,Mid-Market,Looking at competitors because your uptime has been terrible lately. We need this resolved today.,Churn Risk
REQ-5896,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked.,Access Issue
REQ-5897,SMB,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise
REQ-5898,Mid-Market,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5899,SMB,The new dashboard update is exactly what we asked for. Thank you.,Praise
REQ-5900,SMB,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk
REQ-5901,SMB,We have a budget approval for an annual contract. What are the next steps? This is urgent.,Sales
REQ-5902,SMB,The app crashed again while I was mid-presentation. Infuriating. This is our third time contacting support about this.,Technical Bug
REQ-5903,Mid-Market,Does the platform support SAML-based SSO with Okta? We need this resolved today.,Product Question
REQ-5904,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5905,SMB,Is it possible to set up custom roles and permissions for our team? This is our third time contacting support about this.,Product Question
REQ-5906,SMB,I am posting a public review about this experience unless resolved today. This is urgent.,PR Risk
REQ-5907,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is urgent.,Churn Risk
REQ-5908,Mid-Market,API returning 500 errors on every POST request since this morning. We need this resolved today.,Technical Bug
REQ-5909,SMB,Two-factor authentication is failing for three members of my team. ASAP please.,Access Issue
REQ-5910,SMB,How do I export my data to a CSV? I cannot find the button.,Product Question
REQ-5911,SMB,Can you walk us through the Enterprise security and compliance features? ASAP please.,Sales
REQ-5912,SMB,How do I export my data to a CSV? I cannot find the button. Our entire team is affected.,Product Question
REQ-5913,SMB,Fastest support response I have ever received from any SaaS vendor. We need this resolved today.,Praise
REQ-5914,SMB,How do I export my data to a CSV? I cannot find the button. Our entire team is affected.,Product Question
REQ-5915,SMB,Data is not syncing between the mobile app and the web dashboard. We need this resolved today.,Technical Bug
REQ-5916,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5917,SMB,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue
REQ-5918,SMB,SSO login is broken for our entire organization since the last update.,Technical Bug
REQ-5919,Enterprise,What is the maximum file size for document uploads?,Product Question
REQ-5920,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk
REQ-5921,SMB,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5922,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5923,Mid-Market,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5924,SMB,I think I found a security vulnerability in your login portal. This is our third time contacting support about this.,Technical Bug
REQ-5925,SMB,Three of our team members have stopped using the platform entirely. This is urgent.,Churn Risk
REQ-5926,SMB,The app crashed again while I was mid-presentation. Infuriating.,Technical Bug
REQ-5927,Mid-Market,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise
REQ-5928,Mid-Market,How do I export my data to a CSV? I cannot find the button. ASAP please.,Product Question
REQ-5929,Mid-Market,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue
REQ-5930,SMB,What is the maximum file size for document uploads? This is blocking our team.,Product Question
REQ-5931,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk
REQ-5932,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5933,Enterprise,SSO login is broken for our entire organization since the last update. Our entire team is affected.,Technical Bug
